31.778365671153956,34.66828677357024,15,20
31.778365671153956,34.66828677357024,35,20
31.778365671153956,34.66828677357024,75,75
31.778365671153956,34.66828677357024,80,80
31.778365671153956,34.66828677357024,90,95
31.77901591776474,34.668542144835804,20,10
31.77901591776474,34.668542144835804,75,70
31.77901591776474,34.668542144835804,80,80
31.77901591776474,34.668542144835804,95,95
31.77962231401189,34.66886036275965,10,25
31.77962231401189,34.66886036275965,20,5
31.77962231401189,34.66886036275965,70,70
31.77962231401189,34.66886036275965,80,80
31.77962231401189,34.66886036275965,95,100
31.7802341000346,34.66924767915754,5,15
31.7802341000346,34.66924767915754,20,5
31.7802341000346,34.66924767915754,25,20
31.7802341000346,34.66924767915754,70,70
31.7802341000346,34.66924767915754,80,80
31.7802341000346,34.66924767915754,85,80
31.7802341000346,34.66924767915754,100,100
31.780833669428993,34.66972080698486,5,35
31.780833669428993,34.66972080698486,15,25
31.780833669428993,34.66972080698486,20,5
31.780833669428993,34.66972080698486,70,70
31.780833669428993,34.66972080698486,80,80
31.780833669428993,34.66972080698486,100,95
31.781353064856486,34.67022368160722,5,20
31.781353064856486,34.67022368160722,25,10
31.781353064856486,34.67022368160722,35,40
31.781353064856486,34.67022368160722,70,70
31.781353064856486,34.67022368160722,80,75
31.781353064856486,34.67022368160722,95,95
31.781753128873895,34.67063729749097,10,20
31.781753128873895,34.67063729749097,20,30
31.781753128873895,34.67063729749097,40,15
31.781753128873895,34.67063729749097,70,60
31.781753128873895,34.67063729749097,75,65
31.781753128873895,34.67063729749097,95,90
31.78225475255128,34.671177416619805,15,0
31.78225475255128,34.671177416619805,20,25
31.78225475255128,34.671177416619805,30,25
31.78225475255128,34.671177416619805,60,25
31.78225475255128,34.671177416619805,65,65
31.78225475255128,34.671177416619805,90,75
31.782693494686583,34.671659243948746,0,30
31.782693494686583,34.671659243948746,25,25
31.782693494686583,34.671659243948746,65,60
31.782693494686583,34.671659243948746,75,60
31.783072988455775,34.67210245825924,15,30
31.783072988455775,34.67210245825924,20,35
31.783072988455775,34.67210245825924,25,20
31.783072988455775,34.67210245825924,30,40
31.783072988455775,34.67210245825924,50,25
31.783072988455775,34.67210245825924,60,45
31.78345336545455,34.672490123123296,20,35
31.78345336545455,34.672490123123296,25,20
31.78345336545455,34.672490123123296,30,40
31.78345336545455,34.672490123123296,35,40
31.78345336545455,34.672490123123296,40,30
31.78345336545455,34.672490123123296,45,10
31.783741529695547,34.6728705532381,10,20
31.783741529695547,34.6728705532381,20,40
31.783741529695547,34.6728705532381,30,20
31.783741529695547,34.6728705532381,35,40
31.783741529695547,34.6728705532381,40,35
31.784000126660455,34.67325140099236,20,45
31.784000126660455,34.67325140099236,30,45
31.784000126660455,34.67325140099236,35,35
31.784000126660455,34.67325140099236,40,45
31.784000126660455,34.67325140099236,45,40
31.78444717474456,34.67380243842727,30,35
31.78444717474456,34.67380243842727,35,35
31.78444717474456,34.67380243842727,40,10
31.78444717474456,34.67380243842727,45,55
31.78444717474456,34.67380243842727,55,60
31.784842271261294,34.67428980545455,10,15
31.784842271261294,34.67428980545455,35,45
31.784842271261294,34.67428980545455,45,35
31.784842271261294,34.67428980545455,50,60
31.784842271261294,34.67428980545455,55,50
31.784842271261294,34.67428980545455,60,65
31.78525405443647,34.674746866732555,15,10
31.78525405443647,34.674746866732555,35,5
31.78525405443647,34.674746866732555,40,25
31.78525405443647,34.674746866732555,45,50
